,date, GDP ( Billions of US $), Per Capita (US $), Annual % Change,Country
52,2012-12-31,258.29006022773,47708.0613,-1.3975,finland
53,2013-12-31,271.36240589059,49892.2234,-0.9017,finland
54,2014-12-31,274.86282677216,50327.2403,-0.3649,finland
55,2015-12-31,234.53438238477,42801.9081,0.5437,finland
56,2016-12-31,240.77135129883,43814.0265,2.8115,finland
57,2017-12-31,255.64797991647,46412.1365,3.1924,finland
58,2018-12-31,275.7150874949,49988.9108,1.1419,finland
59,2019-12-31,268.50820012549,48628.6418,1.2208,finland
60,2020-12-31,271.83696294942,49160.8372,-2.2993,finland
61,2021-12-31,299.15523758914,53982.6143,3.4745,finland
0,1960-12-31,62.225478000882,1334.6895,,france
1,1961-12-31,67.461644222035,1428.046,4.9801,france
2,1962-12-31,75.607529809929,1578.2845,6.8435,france
3,1963-12-31,84.759195105869,1744.6401,6.2337,france
4,1964-12-31,94.007851047368,1909.5416,6.6521,france
5,1965-12-31,101.53724814843,2038.1631,4.8615,france
6,1966-12-31,110.04585217793,2186.4746,5.2518,france
7,1967-12-31,118.97297748621,2343.1045,4.9211,france
8,1968-12-31,129.78544150746,2536.0851,4.4913,france
9,1969-12-31,141.90306868031,2752.0951,7.1095,france
10,1970-12-31,148.45635998583,2857.2517,6.1087,france
11,1971-12-31,165.9666153664,3169.0363,5.3167,france
12,1972-12-31,203.49414824447,3854.5558,4.5114,france
13,1973-12-31,264.42987625221,4969.763,6.3446,france
14,1974-12-31,285.55237315876,5328.2415,4.3009,france
15,1975-12-31,360.83218601805,6690.5783,-0.9599,france
16,1976-12-31,372.31903851407,6866.8169,4.3568,france
17,1977-12-31,410.27948649372,7532.527,3.4643,france
18,1978-12-31,506.70784883721,9264.7753,3.9785,france
19,1979-12-31,613.95312981807,11179.6329,3.55,france
20,1980-12-31,701.28841974542,12713.3652,1.5787,france
21,1981-12-31,615.5522027761,11104.9813,1.069,france
22,1982-12-31,584.87773230861,10496.9286,2.5054,france
23,1983-12-31,559.86917979172,9993.4212,1.2409,france
24,1984-12-31,530.68377992944,9419.6961,1.5137,france
25,1985-12-31,553.13841436706,9763.3274,1.6228,france
26,1986-12-31,771.47078321811,13540.2464,2.3373,france
27,1987-12-31,934.17330568591,16302.4474,2.5619,france
28,1988-12-31,1018.8470432772,17679.9967,4.7431,france
29,1989-12-31,1025.2118034135,17694.3093,4.3439,france
30,1990-12-31,1269.1796169136,21793.8355,2.9239,france
31,1991-12-31,1269.2768282758,21675.065,1.0482,france
32,1992-12-31,1401.4659231722,23813.7122,1.5993,france
33,1993-12-31,1322.815612694,22380.1077,-0.6287,france
34,1994-12-31,1393.9827504726,23496.5202,2.3583,france
35,1995-12-31,1601.0947562097,26890.2176,2.1067,france
36,1996-12-31,1605.6750865496,26871.8313,1.413,france
37,1997-12-31,1452.8849179591,24228.9464,2.3363,france
38,1998-12-31,1503.1087391594,24974.2739,3.5887,france
39,1999-12-31,1493.1517376985,24681.537,3.4214,france
40,2000-12-31,1365.6396607922,22419.6948,3.9237,france
41,2001-12-31,1377.6573392913,22452.9824,1.9837,france
42,2002-12-31,1501.4093829714,24292.5802,1.1355,france
43,2003-12-31,1844.5447920369,29633.679,0.8232,france
44,2004-12-31,2119.6331816344,33803.3096,2.8298,france
45,2005-12-31,2196.9452324358,34773.1501,1.6632,france
46,2006-12-31,2320.5362213047,36474.1596,2.4493,france
47,2007-12-31,2660.5912462118,41561.2005,2.4247,france
48,2008-12-31,2930.3037808281,45519.2969,0.2549,france
49,2009-12-31,2700.887366932,41740.243,-2.8733,france
50,2010-12-31,2645.1878821167,40677.9851,1.9494,france
51,2011-12-31,2865.1575419942,43848.1061,2.1927,france
52,2012-12-31,2683.6717169672,40872.3625,0.3131,france
53,2013-12-31,2811.876903329,42605.0444,0.5763,france
54,2014-12-31,2855.9644885902,43068.5487,0.9562,france
55,2015-12-31,2439.1886431625,36652.9223,1.1129,france
56,2016-12-31,2472.9643445872,37062.5336,1.0955,france
57,2017-12-31,2595.1510451977,38781.0495,2.2914,france
58,2018-12-31,2790.9568787467,41592.7959,1.8651,france
59,2019-12-31,2728.8702467059,40578.6443,1.843,france
60,2020-12-31,2630.3177314553,39037.1226,-7.8553,france
61,2021-12-31,2937.4727579534,43518.5385,6.9636,france
0,1970-12-31,215.83844813766,2761.1668,,germany
1,1971-12-31,249.9850554843,3192.1336,3.1327,germany
2,1972-12-31,299.80154204748,3809.9814,4.3003,germany
3,1973-12-31,398.3740219539,5046.7551,4.7775,germany
4,1974-12-31,445.30348424155,5639.0776,0.8901,germany
5,1975-12-31,490.63651721122,6236.3589,-0.8667,germany
6,1976-12-31,519.75445316141,6634.8569,4.9493,germany
7,1977-12-31,600.49823801904,7682.9538,3.3472,germany
8,1978-12-31,740.46998344693,9482.0428,3.0085,germany
9,1979-12-31,881.34517660869,11281.0233,4.1504,germany
10,1980-12-31,950.29085646654,12138.3081,1.4088,germany
11,1981-12-31,800.47205538728,10209.0731,0.5292,germany
12,1982-12-31,776.57643910696,9913.7376,-0.3948,germany
13,1983-12-31,770.6843232478,9864.3449,1.5724,germany
14,1984-12-31,725.11112363411,9313.1694,2.8229,germany
15,1985-12-31,732.5348870582,9429.5692,2.3279,germany
16,1986-12-31,1046.2593749437,13461.831,2.2873,germany
17,1987-12-31,1298.1761055495,16677.5108,1.4022,germany
18,1988-12-31,1401.2332253035,17931.2823,3.7072,germany
19,1989-12-31,1398.9674368043,17764.3764,3.8966,germany
20,1990-12-31,1771.6712068757,22303.9613,5.255,germany
21,1991-12-31,1868.9451974072,23357.7577,5.1083,germany
22,1992-12-31,2131.5716969318,26438.2304,1.9231,germany
23,1993-12-31,2071.3237903703,25522.6296,-0.9768,germany
24,1994-12-31,2205.074123177,27076.6068,2.3919,germany
25,1995-12-31,2585.7922751467,31658.3494,1.5441,germany
26,1996-12-31,2497.2446061866,30485.8665,0.8058,germany
27,1997-12-31,2211.98962328,26964.0495,1.7922,germany
28,1998-12-31,2238.9907747027,27289.0594,2.0139,germany
29,1999-12-31,2194.9452788726,26734.9425,1.8873,germany
30,2000-12-31,1947.9819910118,23694.7605,2.9125,germany
31,2001-12-31,1945.7909738031,23628.3272,1.6815,germany
32,2002-12-31,2078.4845174745,25197.2656,-0.198,germany
33,2003-12-31,2501.6403884824,30310.3576,-0.7001,germany
34,2004-12-31,2814.3538693591,34106.6581,1.1751,germany
35,2005-12-31,2846.8642111751,34520.2396,0.7317,germany
36,2006-12-31,2994.7036420235,36353.8803,3.8164,germany
37,2007-12-31,3425.5783829216,41640.0809,2.9765,germany
38,2008-12-31,3745.2640936172,45612.7106,0.9599,germany
39,2009-12-31,3411.2612126523,41650.3678,-5.6938,germany
40,2010-12-31,3399.66782,41572.4559,4.1799,germany
41,2011-12-31,3749.3149910506,46705.8958,3.9252,germany
42,2012-12-31,3527.1431887852,43855.8545,0.4185,germany
43,2013-12-31,3733.804649549,46298.9229,0.4376,germany
44,2014-12-31,3889.0930510235,48023.87,2.2095,germany
45,2015-12-31,3357.5857193516,41103.2564,1.4919,germany
46,2016-12-31,3469.8534639455,42136.1208,2.23,germany
47,2017-12-31,3690.8491525177,44652.5892,2.6802,germany
48,2018-12-31,3977.2894553882,47973.6076,1.086,germany
49,2019-12-31,3888.3267886274,46794.8993,1.0555,germany
50,2020-12-31,3846.4139286537,46252.6893,-4.5696,germany
51,2021-12-31,4223.1162059689,50801.7867,2.8926,germany
0,1960-12-31,4.3351860168394,520.3227,,greece
1,1961-12-31,4.9614004393172,590.7801,13.2038,greece
2,1962-12-31,5.213047711427,617.0578,0.3648,greece
3,1963-12-31,5.895278024092,695.2286,11.8449,greece
4,1964-12-31,6.6696732571183,783.7059,9.4097,greece
5,1965-12-31,7.6891540533587,899.2812,10.768,greece
6,1966-12-31,8.5915179436013,997.4305,6.4945,greece
7,1967-12-31,9.2756008003564,1068.1146,5.6695,greece
8,1968-12-31,10.090675902536,1154.4385,7.2037,greece
9,1969-12-31,11.615657031239,1324.059,11.5637,greece
10,1970-12-31,13.139863636364,1494.388,8.5657,greece
11,1971-12-31,14.59175,1652.326,7.8412,greece
12,1972-12-31,16.885511363636,1899.6758,10.1602,greece
13,1973-12-31,22.347848101266,2502.8147,8.0924,greece
14,1974-12-31,25.351306818182,2828.7486,-6.4382,greece
15,1975-12-31,28.525876726886,3153.2358,6.3668,greece
16,1976-12-31,31.152835820896,3390.545,6.8519,greece
17,1977-12-31,36.176234967623,3886.3745,2.941,greece
18,1978-12-31,44.270204081633,4694.6338,7.2469,greece
19,1979-12-31,54.481876724931,5705.9494,3.2821,greece
20,1980-12-31,56.829664268585,5893.6619,0.6771,greece
21,1981-12-31,52.346506765068,5380.2676,-1.5537,greece
22,1982-12-31,54.617989795918,5579.2346,-1.1326,greece
23,1983-12-31,49.428873839009,5019.8788,-1.0786,greece
24,1984-12-31,48.020024183797,4852.5657,2.0106,greece
25,1985-12-31,47.820851221317,4813.7112,2.5096,greece
26,1986-12-31,56.379593476144,5656.5053,0.5177,greece
27,1987-12-31,65.652750377454,6564.8844,-2.2589,greece
28,1988-12-31,76.261277924574,7598.028,4.2879,greece
29,1989-12-31,79.169043222828,7846.6781,3.8,greece
30,1990-12-31,97.891092003439,9600.1852,0.0,greece
31,1991-12-31,105.14323237988,10188.3698,3.1,greece
32,1992-12-31,116.22467286378,11176.4584,0.7,greece
33,1993-12-31,108.80905915577,10401.983,-1.6,greece
34,1994-12-31,116.60180196629,11091.2838,2.0,greece
35,1995-12-31,136.87836593617,12959.3243,2.0997,greece
36,1996-12-31,145.86161240091,13749.1151,2.8621,greece
37,1997-12-31,143.15760014976,13427.8325,4.4842,greece
38,1998-12-31,144.42817248933,13472.1376,3.8949,greece
39,1999-12-31,142.58887529375,13249.6633,3.0726,greece
40,2000-12-31,130.45775662844,12072.9294,3.9198,greece
41,2001-12-31,136.30929522534,12549.0369,4.1316,greece
42,2002-12-31,154.56420358695,14177.5722,3.9229,greece
43,2003-12-31,202.37014023627,18518.3788,5.7945,greece
44,2004-12-31,240.96356223613,21995.4779,5.061,greece
45,2005-12-31,247.87542220441,22560.1473,0.5991,greece
46,2006-12-31,273.54672847307,24821.9367,5.6524,greece
47,2007-12-31,318.90282955073,28863.9733,3.2737,greece
48,2008-12-31,355.90868947745,32127.9832,-0.3352,greece
49,2009-12-31,331.30850025327,29828.756,-4.3007,greece
50,2010-12-31,297.1249619715,26716.6488,-5.4786,greece
51,2011-12-31,282.99594200656,25483.8826,-10.1493,greece
52,2012-12-31,242.02930713341,21912.9983,-7.0867,greece
53,2013-12-31,238.90769005113,21787.7878,-2.516,greece
54,2014-12-31,235.45813312461,21616.71,0.4757,greece
55,2015-12-31,195.68352700337,18083.8779,-0.1961,greece
56,2016-12-31,193.14814658693,17923.9668,-0.4872,greece
57,2017-12-31,199.84440601353,18582.0893,1.0921,greece
58,2018-12-31,212.04944724211,19756.9905,1.6684,greece
59,2019-12-31,205.14415283085,19133.7578,1.8036,greece
60,2020-12-31,188.83520162591,17647.2327,-9.0191,greece
61,2021-12-31,216.24058948526,20276.5447,8.3361,greece
0,1991-12-31,34.753569692915,3350.2583,,hungary
1,1992-12-31,38.730585922219,3735.1058,-3.0642,hungary
2,1993-12-31,40.124916940594,3873.9877,-0.5761,hungary
3,1994-12-31,43.166678735218,4173.373,2.9472,hungary
4,1995-12-31,46.425677734143,4494.7076,1.4895,hungary
5,1996-12-31,46.658755151602,4525.0391,0.0824,hungary
6,1997-12-31,47.296952928756,4596.1826,3.1431,hungary
7,1998-12-31,48.706787306257,4744.2123,3.9,hungary
8,1999-12-31,49.073380173716,4793.4785,3.071,hungary
9,2000-12-31,47.218405892426,4624.2817,4.4792,hungary
10,2001-12-31,53.74998909202,5276.0332,4.0741,hungary
11,2002-12-31,67.608919144368,6655.333,4.7413,hungary
12,2003-12-31,85.302003908042,8421.1033,4.0845,hungary
13,2004-12-31,104.14104262579,10303.7042,5.0004,hungary
14,2005-12-31,113.23671163554,11225.9326,4.2953,hungary
15,2006-12-31,115.75126669518,11493.1004,3.9478,hungary
16,2007-12-31,140.22756061512,13944.971,0.277,hungary
17,2008-12-31,158.37441964102,15777.192,1.0065,hungary
18,2009-12-31,131.11422904918,13081.7926,-6.5955,hungary
19,2010-12-31,132.23113415861,13223.083,1.0831,hungary
20,2011-12-31,141.99996020989,14240.2575,1.8602,hungary
21,2012-12-31,128.85737047663,12989.1803,-1.2577,hungary
22,2013-12-31,135.73259572185,13719.9505,1.8064,hungary
23,2014-12-31,141.07898481667,14298.8337,4.2237,hungary
24,2015-12-31,125.21032461314,12720.712,3.7033,hungary
25,2016-12-31,128.63610831547,13107.3779,2.192,hungary
26,2017-12-31,143.13624559699,14623.6966,4.2686,hungary
27,2018-12-31,160.58683377846,16427.3728,5.3595,hungary
28,2019-12-31,163.52649143329,16735.6598,4.5541,hungary
29,2020-12-31,156.74313466596,16075.9733,-4.4632,hungary
30,2021-12-31,182.28051758121,18772.6733,7.0966,hungary
0,1960-12-31,0.2484340969687,1414.9823,,iceland
1,1961-12-31,0.2538856563293,1418.1259,-0.0847,iceland
2,1962-12-31,0.2849165161595,1562.2307,8.3137,iceland
3,1963-12-31,0.3400616501199,1831.7057,10.2834,iceland
4,1964-12-31,0.4342679369146,2297.9206,9.9165,iceland
5,1965-12-31,0.5236949493707,2723.5209,7.3717,iceland
6,1966-12-31,0.6288933103999,3215.6942,8.7359,iceland
7,1967-12-31,0.6212259621547,3125.6495,-1.2673,iceland
8,1968-12-31,0.4743994716224,2354.48,-5.4749,iceland
9,1969-12-31,0.414709311353,2039.1963,2.3746,iceland
10,1970-12-31,0.5267045454545,2576.3534,,iceland
11,1971-12-31,0.6702511363636,3252.0992,,iceland
12,1972-12-31,0.8396521640607,4014.8427,,iceland
13,1973-12-31,1.1544402529679,5437.3425,,iceland
14,1974-12-31,1.5151905952977,7040.554,,iceland
15,1975-12-31,1.4068750813273,6454.1772,,iceland
16,1976-12-31,1.6694883899654,7583.2753,,iceland
17,1977-12-31,2.208509076281,9957.2544,,iceland
18,1978-12-31,2.511826196009,11236.7357,,iceland
19,1979-12-31,2.8534350538854,12640.6408,,iceland
20,1980-12-31,3.3814192512923,14821.8151,,iceland
21,1981-12-31,3.4929970100496,15137.2538,,iceland
22,1982-12-31,3.2066266445371,13711.7363,,iceland
23,1983-12-31,2.765950335711,11671.8092,,iceland
24,1984-12-31,2.8644413874051,11959.54,,iceland
25,1985-12-31,2.9840523565507,12361.187,,iceland
26,1986-12-31,3.9896227392821,16406.0479,,iceland
27,1987-12-31,5.5203184046415,22453.1882,,iceland
28,1988-12-31,6.1066358162459,24451.9733,,iceland
29,1989-12-31,5.6725694490707,22434.3468,,iceland
30,1990-12-31,6.4687363555568,25384.915,,iceland
31,1991-12-31,6.9097302881706,26802.9895,,iceland
32,1992-12-31,7.0809817380561,27124.2745,,iceland
33,1993-12-31,6.2185815316435,23579.7954,,iceland
34,1994-12-31,6.3894603427866,24018.6314,,iceland
35,1995-12-31,7.1236334181974,26633.5914,,iceland
36,1996-12-31,7.4260822706767,27614.877,4.5671,iceland
37,1997-12-31,7.5696669736532,27919.1635,5.7715,iceland
38,1998-12-31,8.5036930986227,31030.0536,7.3628,iceland
39,1999-12-31,8.9820475894895,32381.6252,4.0349,iceland
40,2000-12-31,9.0256603617584,32096.3723,4.985,iceland
41,2001-12-31,8.2348468046058,28897.4439,4.0135,iceland
42,2002-12-31,9.3183950548593,32409.2161,0.5595,iceland
43,2003-12-31,11.429333037844,39476.6978,2.1427,iceland
44,2004-12-31,13.82530253577,47334.9307,7.8024,iceland
45,2005-12-31,16.85296306705,56794.8502,6.1244,iceland
46,2006-12-31,17.465318552294,57492.9342,6.317,iceland
47,2007-12-31,21.652505596753,69495.7267,8.4549,iceland
48,2008-12-31,18.074622987019,56943.3704,2.2095,iceland
49,2009-12-31,13.154414219207,41301.2732,-7.6638,iceland
50,2010-12-31,13.75116191774,43237.0729,-2.8328,iceland
51,2011-12-31,15.221622925932,47714.5922,1.8458,iceland
52,2012-12-31,14.751508133544,45995.5479,1.0636,iceland
53,2013-12-31,16.125060515312,49804.983,4.5525,iceland
54,2014-12-31,17.867662177891,54576.7448,1.6872,iceland
55,2015-12-31,17.517210519091,52951.6815,4.4367,iceland
56,2016-12-31,20.793168030952,61987.9264,6.3037,iceland
57,2017-12-31,24.72828517746,72010.149,4.1949,iceland
58,2018-12-31,26.26706375755,74469.8041,4.8922,iceland
59,2019-12-31,24.85774044504,68941.4622,2.4348,iceland
60,2020-12-31,21.718075725205,59264.0341,-6.5039,iceland
61,2021-12-31,25.458933915874,68383.7653,3.6998,iceland
0,1960-12-31,1.9393297754374,685.6147,,ireland
1,1961-12-31,2.0880122823567,739.2764,,ireland
2,1962-12-31,2.2603496840863,797.0063,,ireland
3,1963-12-31,2.4308437684455,852.1353,,ireland
4,1964-12-31,2.766608945874,965.1354,,ireland
5,1965-12-31,2.9457041429977,1023.7737,,ireland
6,1966-12-31,3.1040343932316,1074.5065,,ireland
7,1967-12-31,3.3436367733676,1152.005,,ireland
8,1968-12-31,3.2785844783302,1124.5166,,ireland
9,1969-12-31,3.7870773437278,1291.3499,,ireland
10,1970-12-31,4.3959950859951,1486.5145,,ireland
11,1971-12-31,5.0982502874665,1703.9322,3.4699,ireland
12,1972-12-31,6.3180605822187,2080.4651,6.4898,ireland
13,1973-12-31,7.481173065792,2424.269,4.7214,ireland
14,1974-12-31,7.896860614988,2516.9277,4.2602,ireland
15,1975-12-31,9.4838083623693,2973.4001,5.6566,ireland
16,1976-12-31,9.4537560147184,2919.5831,1.3948,ireland
17,1977-12-31,11.248340431378,3427.0734,8.2113,ireland
18,1978-12-31,14.647996073694,4399.9868,7.1867,ireland
19,1979-12-31,18.319334300451,5429.962,3.073,ireland
20,1980-12-31,21.747855640071,6372.4378,3.0793,ireland
21,1981-12-31,20.670190138167,5986.1541,3.3252,ireland
22,1982-12-31,21.474752962218,6160.6383,2.2835,ireland
23,1983-12-31,20.766047763531,5915.2418,-0.2443,ireland
24,1984-12-31,20.10664845484,5692.0274,4.3544,ireland
25,1985-12-31,21.27001332556,6011.7355,3.0856,ireland
26,1986-12-31,28.71457185248,8112.1714,-0.4283,ireland
27,1987-12-31,33.920518492509,9581.9131,4.6631,ireland
28,1988-12-31,37.772896220756,10715.8703,5.2174,ireland
29,1989-12-31,39.238392677754,11175.8166,5.8139,ireland
30,1990-12-31,49.305632408493,14031.3026,8.4665,ireland
31,1991-12-31,49.787501584485,14087.2074,1.9296,ireland
32,1992-12-31,55.918538121399,15714.3847,3.3433,ireland
33,1993-12-31,52.417477613676,14657.0616,2.6926,ireland
34,1994-12-31,57.09765606596,15902.9297,5.7558,ireland
35,1995-12-31,69.139823232323,19158.4565,9.6344,ireland
36,1996-12-31,75.790786290323,20835.8977,7.3732,ireland
37,1997-12-31,82.856648758357,22551.1139,11.0149,ireland
38,1998-12-31,90.19941011551,24294.8548,8.7572,ireland
39,1999-12-31,98.893958262644,26338.1078,10.5225,ireland
40,2000-12-31,100.20761042991,26334.5672,9.3994,ireland
41,2001-12-31,109.3466692297,28282.4099,5.3045,ireland
42,2002-12-31,128.5960352884,32705.4346,5.8962,ireland
43,2003-12-31,164.6707712596,41203.5296,3.0096,ireland
44,2004-12-31,194.37211504107,47754.2023,6.7859,ireland
45,2005-12-31,211.87698965591,50933.0216,5.7362,ireland
46,2006-12-31,232.18061716228,54329.1619,4.9805,ireland
47,2007-12-31,270.0792794195,61396.4175,5.3055,ireland
48,2008-12-31,275.44747145106,61353.1066,-4.4866,ireland
49,2009-12-31,236.4431158537,52133.0906,-5.1005,ireland
50,2010-12-31,221.8760112835,48655.3662,1.7551,ireland
51,2011-12-31,238.97555896653,52177.1127,1.0685,ireland
52,2012-12-31,225.49681095667,49026.0231,-0.0524,ireland
53,2013-12-31,238.27926975099,51533.0346,1.267,ireland
54,2014-12-31,258.96964906372,55599.8508,8.7137,ireland
55,2015-12-31,291.58003758433,62012.4849,25.1762,ireland
